139,-31,97
138,-28,94
132,-31,99
138,-30,98
134,-32,101
138,-28,103
138,-28,96
135,-24,99
140,-28,96
138,-26,98
138,-21,101
138,-26,96
140,-26,98
138,-32,96
135,-24,102
139,-34,97
132,-31,95
138,-28,101
134,-26,103
135,-22,97
136,-32,103
135,-31,102
137,-27,102
131,-26,105
140,-30,101
136,-32,96
132,-27,102
129,-35,108
125,-39,101
125,-44,101
116,-44,103
101,-56,99
96,-60,103
90,-68,104
84,-69,108
80,-76,103
68,-81,104
44,-89,108
22,-87,110
1,-77,111
-22,-70,114
-24,-75,106
-28,-70,114
-25,-71,103
-19,-72,104
-3,-76,105
8,-78,112
16,-75,106
32,-77,111
34,-79,102
39,-72,104
34,-79,114
34,-70,111
26,-73,105
31,-76,105
32,-70,104
31,-71,110
37,-78,108
31,-76,108
36,-75,109
33,-73,108
35,-76,105
34,-77,109
37,-76,110
34,-79,106
39,-79,116
39,-70,104
18,-75,111
5,-72,109
3,-72,109
-8,-70,106
-19,-63,109
-35,-56,116
-43,-62,115
-52,-51,112
-57,-38,109
-71,-38,114
-69,-20,109
-80,-15,109
-76,2,101
-82,7,109
-84,19,109
-87,33,106
-83,36,108
-79,38,115
-75,42,118
-76,43,115
-80,44,121
-69,39,114
-79,36,115
-74,43,110
-80,44,114
-78,44,114
-75,42,111
-78,42,114
-81,54,105
-82,44,106
-83,54,110
-73,53,111
-71,67,106
-62,71,104
-65,79,101
-59,88,108
-59,91,105
-53,96,106
-45,100,101
-43,100,110
-37,112,104
-32,114,108
-26,119,106
-19,119,104
-17,122,104
-16,123,101
-11,122,109
-13,128,106
-7,123,103
-5,125,103
10,122,104
18,128,97
21,124,102
34,126,99
39,124,109
51,120,108
59,117,111
59,115,104
65,110,106
62,116,105
59,115,102
62,109,101
68,117,102
75,109,105
75,114,101
86,112,99
86,110,104
93,109,105
91,102,101
96,104,98
96,98,101
97,103,99
97,106,99
98,104,98
96,100,101
96,102,103
103,96,95
103,99,102
112,92,104
120,93,101
117,103,99
117,96,106
118,102,108
115,92,99
116,91,110
119,87,97
117,94,102
120,86,98
118,95,101
124,90,109
117,87,102
117,90,102
117,87,95
117,90,97
112,87,102
121,85,99
113,84,101
120,79,101
118,88,105
119,74,102
121,69,95
122,63,91
134,61,98
132,60,95
129,59,103
136,43,96
136,38,96
138,34,89
137,30,104
143,25,94
136,25,94
139,14,97
134,13,96
137,14,95
134,13,91
130,7,95
130,7,99
127,2,98
127,-7,98
128,-8,97
125,-5,96
120,-12,101
119,-13,97
120,-21,98
109,-30,91
101,-38,99
96,-44,105
96,-46,101
94,-47,99
90,-50,97
78,-51,105
70,-52,104
74,-52,106
68,-50,111
74,-52,102
75,-48,98
81,-54,106
81,-59,99
84,-48,98
79,-54,99
87,-46,105
77,-50,99
77,-47,104
84,-53,101
87,-58,103
83,-50,102
80,-51,101
80,-48,98
82,-58,98
82,-51,103
82,-53,105
69,-48,108
80,-51,103
63,-59,109
56,-61,102
46,-60,101
37,-69,103
32,-63,104
20,-60,101
21,-68,99
16,-63,99
25,-66,111
12,-61,102
11,-62,110
11,-55,110
6,-55,110
2,-60,103
-2,-52,109
-7,-51,112
-12,-44,110
-16,-42,105
-23,-46,105
-22,-45,99
-26,-40,109
-23,-42,110
-23,-44,105
-28,-43,106
-32,-39,108
-22,-38,104
-30,-42,108
-32,-35,105
-35,-36,104
-34,-30,103
-30,-32,105
-34,-30,110
-42,-29,106
-43,-35,101
-42,-29,104
-46,-29,109
-40,-29,111
-34,-28,108
-42,-22,106
-46,-22,106
-42,-27,111
-43,-21,110
-45,-21,110
-45,-26,103
-40,-22,109
-45,-26,105
-45,-23,110
-37,-29,106
-36,-23,103
-34,-30,105
-33,-31,109
-31,-34,104
-23,-39,110
-21,-44,105
-19,-40,106
-23,-32,103
-31,-31,104
-30,-30,105
-31,-22,109
-30,-28,105
-36,-23,108
-31,-29,109
-36,-26,101
-36,-26,103
-33,-29,109
-32,-26,108
-21,-32,110
-15,-36,102
-16,-39,112
-14,-42,103
-15,-38,109
-16,-39,108
-22,-36,109
-37,-20,111
-38,-16,110
-43,-5,103
-47,-3,103
-53,7,102
-51,14,102
-59,20,105
-54,20,101
-53,30,97
-54,36,101
-46,67,111
-36,75,103
-38,75,98
-33,85,102
-35,87,99
-25,86,101
-21,98,96
-11,101,99
-14,102,103
-4,103,95
2,111,103
3,101,102
5,101,104
12,96,99
11,109,108
10,110,95
11,109,96
4,100,103
14,110,106
6,109,105
12,112,99
4,104,98
-3,104,105
-6,101,104
-4,99,104
-8,103,106
-11,99,109
-7,91,103
-5,98,98
-2,92,102
-11,99,102
-7,98,98
-5,98,103
-7,98,103
2,100,101
3,96,109
6,111,96
21,108,106
30,110,99
27,112,97
32,108,99
26,111,101
24,109,101
33,109,105
78,109,96
88,96,99
97,94,97
98,91,98
101,83,95
105,86,103
109,82,103
110,76,95
107,70,103
109,68,94
111,66,98
116,61,96
119,58,99
115,58,99
117,53,97
117,51,99
119,44,97
121,44,102
124,39,95
129,38,91
120,36,94
119,42,92
120,45,91
118,38,94
122,41,96
122,41,89
119,35,99
119,39,92
122,36,89
128,37,92
120,38,98
120,38,96
124,42,97
116,41,98
120,41,91
122,36,96
125,38,94
121,46,97
118,41,98
118,29,94
119,26,99
120,15,96
115,12,97
117,7,97
113,0,94
113,-5,94
108,-15,95
111,-19,91
108,-20,95
98,-26,96
96,-30,98
91,-32,103
87,-35,98
79,-34,104
71,-37,98
71,-44,101
68,-45,97
70,-40,104
70,-40,99
68,-45,102
68,-43,99
68,-43,97
67,-39,103
71,-44,103
67,-42,98
71,-39,103
69,-44,96
67,-32,98
72,-38,95
69,-39,98
63,-40,95
65,-45,99
70,-47,95
69,-46,101
61,-52,97
44,-48,105
46,-48,96
34,-54,97
26,-51,103
26,-51,101
25,-47,102
15,-44,98
8,-48,105
7,-47,106
3,-40,109
-2,-43,104
-4,-36,104
-8,-40,104
-14,-39,108
-7,-37,105
-8,-36,106
-17,-29,106
-18,-28,101
-25,-30,110
-28,-29,111
-33,-31,104
-31,-34,102
-27,-28,115
-23,-28,105
-22,-31,106
-22,-29,106
-24,-29,106
-21,-23,103
-15,-31,114
-13,-36,109
-16,-37,108
-6,-38,109
-8,-38,111
-5,-35,110
0,-42,112
1,-36,109
6,-42,105
11,-37,110
16,-43,114
20,-42,115
21,-40,111
30,-43,109
36,-52,106
36,-56,114
33,-48,112
42,-58,112
37,-55,112
42,-58,117
41,-68,109
45,-68,111
44,-73,108
53,-80,112
64,-78,115
68,-86,116
67,-85,115
77,-93,114
80,-96,115
86,-93,114
94,-100,109
89,-99,115
97,-100,114
98,-105,112
103,-109,116
112,-113,111
115,-109,109
118,-105,115
117,-107,109
115,-107,111
120,-108,115
134,-105,108
141,-91,104
157,-81,106
167,-71,103
175,-61,106
187,-53,105
185,-42,105
187,-26,108
198,-23,98
196,-19,96
201,-12,103
203,-10,103
201,-5,98
199,-2,106
203,-3,103
204,5,102
204,3,102
199,14,102
199,7,106
202,14,109
201,9,105
206,12,104
204,7,104
201,13,108
199,7,99
204,10,102
204,12,102
206,10,104
202,12,102
201,4,98
206,12,109
207,13,101
202,23,102
210,27,103
205,31,101
204,39,109
201,52,98
198,59,98
199,65,99
192,79,105
193,96,102
186,103,102
180,118,98
174,127,108
165,146,103
153,156,104
145,161,108
136,159,110
131,166,110
122,173,108
116,175,108
111,182,103
109,180,110
101,185,109
94,181,109
96,187,110
83,190,116
82,191,112
71,191,110
84,187,119
80,184,112
78,200,117
81,192,109
73,191,108
81,185,111
80,193,115
77,195,114
77,195,109
72,190,111
75,189,110
80,193,103
77,192,114
74,199,109
81,190,109
78,191,112
80,196,110
75,196,115
74,197,106
70,195,114
68,195,111
72,195,109
62,200,112
58,196,108
44,198,112
37,196,119
29,200,112
16,199,125
5,201,116
-15,192,123
-34,196,122
-52,191,119
-75,179,121
-81,171,119
-92,166,122
-93,165,121
-107,158,125
-109,149,137
-120,131,135
-129,122,135
-133,110,135
-140,101,135
-143,100,136
-149,90,135
-150,86,138
-154,80,139
-158,69,139
-170,57,141
-165,49,142
-166,43,141
-165,44,137
-170,54,131
-171,53,132
-167,51,137
-168,52,138
